-180.000000, 90.0000000, 2020-12-11 12:12:12, 82.851488063750423, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, 148.34705809050493, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, 14.372496106641933, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, 8.8922111704799516, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, 32.713510456451523, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, 104.55247156455385, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, 110.91915226397785, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, 4.4024051707035623, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, 2.7696566691441524, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, 2.5572698722129514, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, 3.2329982299519093, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, 3.6994802311685371, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, 17.640422384110213, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, 3.1961359690203937, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, 23.019414742512922, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, 1.5004493990465653, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, 7.5936293199110434, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, -0.99999999999999996E+31, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, -0.99999999999999996E+31, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, -0.99999999999999996E+31, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, -0.99999999999999996E+31, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, 13.455590279602852, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, -0.99999999999999996E+31, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, -0.99999999999999996E+31, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, -0.99999999999999996E+31, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, -0.99999999999999996E+31, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, -0.99999999999999996E+31, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, -0.99999999999999996E+31, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, -0.99999999999999996E+31, -0.99999999999999996E+31
-180.000000, 90.0000000, 2020-12-11 12:12:12, 1.0670579008402858, -0.99999999999999996E+31
