403
3
1
,bb0,LM,lat,lon,date
347,1.14350634141747,1.1429899357719222,-168.48,13.12,2011-02-02 00:45:00
348,-3.98226818632851e-27,0.0,42.48,75.09,2011-02-02 01:10:00
349,1.5244616876724988,1.3069075829668442,-0.61,-10.77,2011-02-02 01:35:00
350,-3.946863443575596e-27,0.0,-142.77,-77.19,2011-02-02 02:00:00
351,1.001051090444203,0.0,167.34,7.91,2011-02-02 02:25:00
352,-3.993189441134296e-27,0.0,33.94,78.94,2011-02-02 02:50:00
353,1.1057315764723676,1.2138940556131983,-24.79,-5.57,2011-02-02 03:15:00
354,-3.949219032326005e-27,0.0,-145.75,-80.36,2011-02-02 03:40:00
355,1.0526357179454293,0.0,143.15,2.68,2011-02-02 04:05:00
356,-4.018539581216228e-27,0.0,37.21,81.15,2011-02-02 04:30:00
357,1.0536942790821946,1.1949678263325338,-48.99,-0.34,2011-02-02 04:55:00
358,-3.895215829019649e-27,0.0,-137.8,-81.21,2011-02-02 05:20:00
359,1.1885998592576397,0.0,118.95,-2.54,2011-02-02 05:45:00
360,1844.1946818567105,14.39543905286274,45.71,80.52,2011-02-02 06:10:00
361,1.5344845549271182,1.2907706784440105,-73.19,4.88,2011-02-02 06:35:00
362,-3.874722656869537e-27,0.0,-133.69,-79.2,2011-02-02 07:00:00
363,1.4838526428421026,0.0,94.76,-7.77,2011-02-02 07:25:00
364,1123.286413899937,11.971167705364827,43.73,77.46,2011-02-02 07:50:00
365,1.7600622909082997,1.2896710979624384,-97.37,10.11,2011-02-02 08:15:00
366,-3.9357665185272286e-27,0.0,-141.46,-75.47,2011-02-02 08:40:00
367,1.8082640743411167,1.2389337620368457,70.59,-12.99,2011-02-02 09:05:00
368,687.885268800526,9.427259679023132,31.66,73.26,2011-02-02 09:30:00
369,1.7815449604025786,1.2817575221550699,-121.53,15.33,2011-02-02 09:55:00
370,-4.068652242452162e-27,0.0,-156.64,-71.01,2011-02-02 10:20:00
371,2.136560758399584,1.3889765767593278,46.45,-18.21,2011-02-02 10:45:00
372,384.2966634430939,7.066307974560457,14.31,68.58,2011-02-02 11:10:00
373,1.8017156302715744,1.28958248246987,-145.64,20.55,2011-02-02 11:35:00
374,-4.23106050688459e-27,0.0,-175.55,-66.22,2011-02-02 12:00:00
375,2.847347577717137,1.60138583107038,22.37,-23.42,2011-02-02 12:25:00
376,203.49207838751434,0.0,-5.74,63.68,2011-02-02 12:50:00
377,1.8645988341712083,1.3021847529305184,-169.69,25.77,2011-02-02 13:15:00
378,-4.3817389304844415e-27,0.0,163.57,-61.27,2011-02-02 13:40:00
379,3.4143404590875233,1.7457969904828887,-1.64,-28.63,2011-02-02 14:05:00
380,124.78629174330541,0.0,-27.26,58.65,2011-02-02 14:30:00
381,2.074158768802712,1.3217271569696036,166.34,30.98,2011-02-02 14:55:00
382,-4.461519694276574e-27,0.0,141.56,-56.23,2011-02-02 15:20:00
383,2.94423477357652,1.6994801585812165,-25.54,-33.82,2011-02-02 15:45:00
384,101.91705489468792,0.0,-49.67,53.55,2011-02-02 16:10:00
385,2.8992361376357563,1.404605003351299,142.5,36.18,2011-02-02 16:35:00
386,716.9223685282441,6.939936231550238,118.85,-51.13,2011-02-02 17:00:00
387,2.418279261339264,1.5944814788790616,-49.3,-39.01,2011-02-02 17:25:00
388,85.23437432708889,3.983725598266758,-72.63,48.41,2011-02-02 17:50:00
389,4.983535334623485,1.5965102642754931,118.82,41.37,2011-02-02 18:15:00
390,110.13703172245863,4.131897942741135,95.68,-46.0,2011-02-02 18:40:00
391,2.88505719839473,1.6087697746927203,-72.87,-44.18,2011-02-02 19:05:00
392,39.34223025810702,3.0989784018992075,-95.98,43.24,2011-02-02 19:30:00
393,9.147186418324555,1.9063978254368636,95.38,46.55,2011-02-02 19:55:00
394,25.30483675383528,2.7782034624711613,72.2,-40.84,2011-02-02 20:20:00
395,5.493354456714996,1.8320851117274473,-96.16,-49.32,2011-02-02 20:45:00
396,11.634490008996536,2.157350916839568,-119.58,38.06,2011-02-02 21:10:00
397,17.856878953663145,2.3709379023872574,72.25,51.7,2011-02-02 21:35:00
398,8.45202865496099,2.1397601076769623,48.5,-35.66,2011-02-02 22:00:00
399,14.65934259517044,2.3614012287683455,-119.06,-54.43,2011-02-02 22:25:00
400,4.218945008938713,1.6245162823198926,-143.37,32.86,2011-02-02 22:50:00
401,38.150414487721484,3.0517202698324715,49.62,56.81,2011-02-02 23:15:00
402,4.42625612729182,1.8604821986569764,24.64,-30.47,2011-02-02 23:40:00
